,drugName,condition,rating,usefulCount,eff_score,usefulness
40324,Mobic,Rheumatoid Arthritis,9,134,1,1206
40328,Levetiracetam,Seizures,5,24,0,0
40329,Ethinyl estradiol / norethindrone,Birth Control,10,55,1,550
40330,Ondansetron,Nausea/Vomiting,10,21,1,210
40331,Levonorgestrel,Emergency Contraception,10,29,1,290
40332,Chlorpheniramine / methscopolamine / pseudoephedrine,Sinus Symptoms,9,0,1,0
40334,Acetaminophen,Pain,5,33,0,0
40336,Sertraline,Panic Disorde,9,21,1,189
40337,Cialis,Erectile Dysfunction,10,33,1,330
40339,Diazepam,Anxiety,8,13,1,104
40340,Tioconazole,Vaginal Yeast Infection,10,18,1,180
40343,Oseltamivir,Swine Flu,3,21,0,0
40344,Paroxetine,Social Anxiety Disorde,9,54,1,486
40346,Tadalafil,Erectile Dysfunction,10,69,1,690
40349,Phentermine,Not Listed / Othe,10,6,1,60
40350,Strattera,ADHD,9,27,1,243
40351,Apri,Birth Control,4,4,0,0
40355,Erlotinib,Non-Small Cell Lung Cance,10,246,1,2460
40356,Lithium,Cluster Headaches,10,31,1,310
40357,Denosumab,Hypercalcemia of Malignancy,6,2,1,12
40360,Budesonide,Allergic Rhinitis,10,9,1,90
40363,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,10,31,1,310
40365,Wellbutrin XL,Depression,7,27,1,189
40366,Alprazolam,Anxiety,8,32,1,256
40368,Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,4,33,0,0
40369,Metronidazole,Bacterial Vaginitis,10,15,1,150
40370,Levonorgestrel,Abnormal Uterine Bleeding,8,10,1,80
40371,Nexium,GERD,9,6,1,54
40372,Necon 1 / 35,Birth Control,10,4,1,40
40374,Junel Fe 1 / 20,Birth Control,1,5,0,0
40375,Testopel,"Hypogonadism, Male",10,12,1,120
40376,Symbicort,"Asthma, Maintenance",8,9,1,72
40378,Suvorexant,Insomnia,10,20,1,200
40383,Acetaminophen / oxycodone,Pain,8,17,1,136
40384,Sertraline,Panic Disorde,1,12,0,0
40385,Lotronex,Irritable Bowel Syndrome,10,10,1,100
40386,Ledipasvir / sofosbuvir,Hepatitis C,9,23,1,207
40387,Drysol,Hyperhidrosis,4,7,0,0
40388,Levocetirizine,Allergies,9,23,1,207
40389,Aczone,Acne,2,41,0,0
40390,Zolpidem,Insomnia,9,45,1,405
40391,Citalopram,Anxiety and Stress,1,15,0,0
40392,Buprenorphine,Chronic Pain,9,68,1,612
40393,Loestrin 24 Fe,Menstrual Disorders,7,5,1,35
40394,Ethinyl estradiol / norethindrone,Acne,2,7,0,0
40395,Meclizine,Vertig,3,54,0,0
40396,Lorazepam,Panic Disorde,2,36,0,0
40397,OnabotulinumtoxinA,Migraine Prevention,10,24,1,240
40398,Loratadine,Urticaria,9,8,1,72
40400,Tylenol with Codeine #3,Pain,2,15,0,0
40401,Buprenorphine / naloxone,Opiate Dependence,6,42,1,252
40402,Microgestin Fe 1 / 20,Birth Control,7,16,1,112
40403,Nortriptyline,Irritable Bowel Syndrome,10,8,1,80
40404,Butrans,Chronic Pain,7,23,1,161
40405,Tri-Sprintec,Birth Control,10,19,1,190
40406,Oseltamivir,Influenza,5,4,0,0
40407,Estradiol,Atrophic Vaginitis,2,30,0,0
40409,Contrave,Weight Loss,3,13,0,0
40410,Tadalafil,Erectile Dysfunction,10,40,1,400
40412,Implanon,Birth Control,1,12,0,0
40413,MoviPrep,Bowel Preparation,9,25,1,225
40416,Lortab,Back Pain,10,17,1,170
40417,Dulcolax,Constipation,10,20,1,200
40418,MoviPrep,Bowel Preparation,9,15,1,135
40419,Microgestin Fe 1 / 20,Endometriosis,9,12,1,108
40420,Lansoprazole,GERD,10,22,1,220
40422,Homatropine / hydrocodone,Cough,10,33,1,330
40423,Ketoconazole,Cutaneous Candidiasis,10,9,1,90
40424,Diethylpropion,Obesity,10,27,1,270
40425,Levaquin,Bronchitis,3,18,0,0
40426,Acetaminophen / hydrocodone,Rheumatoid Arthritis,2,32,0,0
40427,Amphetamine / dextroamphetamine,ADHD,8,79,1,632
40428,Zarah,Birth Control,9,9,1,81
40429,Sitavig,Cold Sores,9,14,1,126
40430,Saw palmetto,Benign Prostatic Hyperplasia,10,22,1,220
40432,Ethinyl estradiol / levonorgestrel,Polycystic Ovary Syndrome,9,6,1,54
40434,Hydrochlorothiazide / olmesartan,High Blood Pressure,2,14,0,0
40435,Escitalopram,Generalized Anxiety Disorde,8,37,1,296
40436,Dilaudid,Pain,9,15,1,135
40437,Xifaxan,Diarrhea,10,18,1,180
40438,Duloxetine,Anxiety,2,2,0,0
40439,Strattera,ADHD,4,12,0,0
40440,Accutane,Acne,10,23,1,230
40441,Belviq,Weight Loss,10,33,1,330
40442,Victoza,Obesity,10,124,1,1240
40443,Aripiprazole,Bipolar Disorde,1,11,0,0
40444,Dofetilide,Arrhythmia,8,115,1,920
40445,Lisdexamfetamine,ADHD,10,174,1,1740
40447,Fexofenadine,Urticaria,10,2,1,20
40448,Tamsulosin,Benign Prostatic Hyperplasia,2,121,0,0
40449,Escitalopram,Depression,7,113,1,791
40452,Belviq,Obesity,10,76,1,760
40453,Tiotropium,"COPD, Maintenance",9,130,1,1170
40454,Polymyxin b / trimethoprim,"Conjunctivitis, Bacterial",1,6,0,0
40455,Bupropion,"Sexual Dysfunction, SSRI Induced",2,5,0,0
40457,Medroxyprogesterone,Abnormal Uterine Bleeding,7,1,1,7
40458,Zolpidem,Insomnia,10,37,1,370
40459,Adipex-P,Weight Loss,7,82,1,574
40460,Fluocinolone / hydroquinone / tretinoin,Melasma,1,24,0,0
40462,Phentermine,Weight Loss,10,44,1,440
40465,Escitalopram,Anxiety,10,19,1,190
40466,Duloxetine,Bipolar Disorde,1,33,0,0
40468,Alprazolam,Anxiety,10,35,1,350
40469,Gabapentin,Pain,5,120,0,0
40470,Luvox,Anxiety and Stress,3,19,0,0
40474,Loratadine / pseudoephedrine,Nasal Congestion,3,21,0,0
40475,Adzenys XR-ODT,ADHD,1,7,0,0
40476,Latuda,Bipolar Disorde,10,50,1,500
40477,Oseltamivir,Influenza Prophylaxis,1,5,0,0
40478,Zohydro ER,Pain,1,37,0,0
40479,Vistaril,Anxiety,4,36,0,0
40480,Levora,Birth Control,10,35,1,350
40481,Metronidazole,Bacterial Infection,9,9,1,81
40488,Citalopram,Depression,9,101,1,909
40489,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,8,22,1,176
40490,Zithromax,2</span> users found this comment helpful.,10,2,1,20
40492,VESIcare,Overactive Bladde,2,18,0,0
40493,Lithium,Bipolar Disorde,9,70,1,630
40494,Clonazepam,Panic Disorde,10,109,1,1090
40495,Clindamycin,Bacterial Infection,5,16,0,0
40496,Clindamycin / tretinoin,Acne,4,16,0,0
40497,Sertraline,Depression,7,4,1,28
40498,Femring,Postmenopausal Symptoms,10,12,1,120
40499,Lithium,Bipolar Disorde,10,42,1,420
40501,Fluoxetine,Anxiety and Stress,8,2,1,16
40502,Plavix,Ischemic Stroke,1,30,0,0
40503,Portia,Abnormal Uterine Bleeding,3,2,0,0
40505,Carbidopa / levodopa,Parkinson's Disease,8,45,1,360
40506,Escitalopram,Anxiety,8,23,1,184
40507,Humira,Psoriasis,7,22,1,154
40508,Duloxetine,Anxiety,9,24,1,216
40509,Chlorthalidone,Edema,10,55,1,550
40511,Zyvox,Methicillin-Resistant Staphylococcus Aureus Infection,8,29,1,232
40512,Trulicity,"Diabetes, Type 2",7,34,1,238
40513,Etonogestrel,Birth Control,8,28,1,224
40515,Tylox,Pain,10,7,1,70
40517,Diclofenac,Pain,9,37,1,333
40518,Prozac,Anxiety and Stress,10,100,1,1000
40519,Felbamate,Epilepsy,9,4,1,36
40520,Tri-Sprintec,Abnormal Uterine Bleeding,6,1,1,6
40521,Oxycodone,Chronic Pain,9,66,1,594
40523,Atenolol,Migraine Prevention,10,8,1,80
40524,Trazodone,Insomnia,1,0,0,0
40526,Bupropion,Depression,10,23,1,230
40528,Glucophage,Polycystic Ovary Syndrome,8,76,1,608
40530,Ropinirole,Restless Legs Syndrome,1,55,0,0
40531,Trintellix,Depression,10,12,1,120
40533,Levonorgestrel,Birth Control,3,2,0,0
40534,Trazodone,Sedation,3,40,0,0
40535,Celexa,Depression,10,100,1,1000
40536,Zoladex,Endometriosis,3,21,0,0
40538,Fluoride,Prevention of Dental Caries,10,6,1,60
40540,Celebrex,Osteoarthritis,10,76,1,760
40542,Acetaminophen / codeine,Pain,7,29,1,203
40543,Rifaximin,Irritable Bowel Syndrome,10,3,1,30
40544,Lorazepam,Anxiety,9,154,1,1386
40545,Mirvaso,Rosacea,1,15,0,0
40546,Clonidine,Opiate Withdrawal,10,84,1,840
40547,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,6,1,60
40548,Zaleplon,Insomnia,1,21,0,0
40550,Chlorpromazine,Psychosis,10,8,1,80
40552,Carbamazepine,Bipolar Disorde,9,33,1,297
40553,Contrave,Weight Loss,1,32,0,0
40554,Carbamazepine,Epilepsy,1,11,0,0
40555,Ethinyl estradiol / levonorgestrel,Endometriosis,5,3,0,0
40557,Apremilast,Plaque Psoriasis,1,37,0,0
40558,Contrave,Weight Loss,5,9,0,0
40560,Amitriptyline,Anxiety and Stress,10,78,1,780
40561,Bystolic,High Blood Pressure,2,22,0,0
40562,Ethinyl estradiol / levonorgestrel,Ovarian Cysts,1,4,0,0
40564,Sertraline,Borderline Personality Disorde,3,4,0,0
40565,Prozac,Depression,9,190,1,1710
40566,Drysol,Hyperhidrosis,1,22,0,0
40567,Clindamycin,Bacterial Infection,10,21,1,210
40568,Metformin,Polycystic Ovary Syndrome,1,25,0,0
40569,Topamax,ibromyalgia,10,71,1,710
40570,Paroxetine,Anxiety and Stress,9,1,1,9
40571,Dexilant,GERD,8,42,1,336
40572,Medroxyprogesterone,Birth Control,3,3,0,0
40573,Nucynta,Pain,3,60,0,0
40574,Maxalt,Migraine,10,4,1,40
40576,Oxycodone,Chronic Pain,10,61,1,610
40577,Tocilizumab,Juvenile Idiopathic Arthritis,10,15,1,150
40578,Hydroxyprogesterone,Premature Lab,10,10,1,100
40580,Aripiprazole,Bipolar Disorde,8,4,1,32
40581,Zanaflex,Muscle Spasm,10,95,1,950
40582,Eslicarbazepine,Seizures,6,4,1,24
40583,Flexeril,Muscle Spasm,8,61,1,488
40584,Doxycycline,Acne,10,57,1,570
40585,Celebrex,Pain,2,38,0,0
40586,Aripiprazole,Depression,1,2,0,0
40589,Synthroid,"Hypothyroidism, After Thyroid Removal",10,37,1,370
40591,Ethinyl estradiol / etonogestrel,Birth Control,10,19,1,190
40594,Nitrofurantoin,Urinary Tract Infection,1,21,0,0
40595,Tretinoin,Acne,8,47,1,376
40596,Cyclobenzaprine,Migraine,10,10,1,100
40597,ParaGard,Birth Control,1,23,0,0
40599,Gildess Fe 1 / 20,Birth Control,9,11,1,99
40602,Celexa,Depression,9,19,1,171
40603,Chlordiazepoxide,Anxiety,10,58,1,580
40605,Rynatan,Cold Symptoms,10,1,1,10
40606,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,5,1,0,0
40607,Bupropion,Depression,9,126,1,1134
40608,Mesalamine,"Ulcerative Colitis, Active",10,33,1,330
40609,Citalopram,Depression,8,27,1,216
40610,Lexapro,Depression,9,38,1,342
40611,Topiramate,Bipolar Disorde,8,41,1,328
40612,Crestor,"High Cholesterol, Familial Heterozygous",10,54,1,540
40613,Lidocaine,Pain,7,28,1,196
40616,Lamotrigine,Bipolar Disorde,6,43,1,258
40617,Eszopiclone,Insomnia,10,8,1,80
40618,Avelox,Bronchitis,8,12,1,96
40619,Etonogestrel,Birth Control,2,14,0,0
40620,Keppra,Seizures,1,65,0,0
40621,Ramelteon,Insomnia,1,5,0,0
40622,Percocet,Pain,10,33,1,330
40623,OxyContin,Pain,8,38,1,304
40626,Thyroid desiccated,Underactive Thyroid,10,245,1,2450
40627,Bupropion,Major Depressive Disorde,9,11,1,99
40628,Inderal,Performance Anxiety,9,85,1,765
40630,Clonidine,Opiate Withdrawal,8,123,1,984
40632,Carisoprodol,Muscle Spasm,8,37,1,296
40633,Pantoprazole,Duodenal Ulce,7,3,1,21
40634,Atorvastatin,High Cholesterol,2,28,0,0
40639,Roxicodone,Pain,9,30,1,270
40640,OxyContin,Pain,8,34,1,272
40641,Lifitegrast,Dry Eye Disease,8,12,1,96
40642,Valsartan,High Blood Pressure,4,77,0,0
40643,Etonogestrel,Birth Control,10,40,1,400
40644,Strattera,ADHD,10,111,1,1110
40645,Lotrel,High Blood Pressure,9,43,1,387
40646,Terbinafine,"Onychomycosis, Toenail",7,15,1,105
40647,Viibryd,Depression,10,42,1,420
40648,Pregabalin,ibromyalgia,2,28,0,0
40649,Errin,Birth Control,8,11,1,88
40651,AmLactin,Dry Skin,10,37,1,370
40652,Imitrex,Migraine,7,10,1,70
40653,Allegra,Allergic Rhinitis,4,30,0,0
40656,Topamax,Bipolar Disorde,1,97,0,0
40659,Levothyroxine,Underactive Thyroid,6,33,1,198
40662,Cefdinir,Tonsillitis/Pharyngitis,9,1,1,9
40663,Sprintec,Birth Control,8,5,1,40
40664,Nitrofurantoin,Urinary Tract Infection,9,6,1,54
40665,Ethinyl estradiol / norgestimate,Birth Control,10,40,1,400
40666,Seroquel XR,Major Depressive Disorde,2,7,0,0
40667,Oxymorphone,Pain,9,35,1,315
40668,Adalimumab,Ankylosing Spondylitis,9,59,1,531
40670,Lamictal,Bipolar Disorde,8,23,1,184
40671,Brexpiprazole,Schizophrenia,9,23,1,207
40672,Malathion,Head Lice,10,13,1,130
40673,Lorcaserin,Weight Loss,1,24,0,0
40674,Topiramate,Obesity,2,11,0,0
40675,Drospirenone / ethinyl estradiol,Birth Control,5,2,0,0
40676,Brexpiprazole,Major Depressive Disorde,7,54,1,378
40678,Movantik,"Constipation, Drug Induced",7,16,1,112
40679,Suboxone,Opiate Dependence,10,110,1,1100
40680,Prozac,Depression,1,17,0,0
40681,Makena,Premature Lab,10,13,1,130
40682,Capsaicin,Postherpetic Neuralgia,2,6,0,0
40683,Viibryd,Depression,1,72,0,0
40684,Prednisone,Asthma,9,47,1,423
40685,Flecainide,Atrial Fibrillation,10,126,1,1260
40687,Gildess Fe 1 / 20,Acne,10,12,1,120
40688,Benzoyl peroxide / clindamycin,Acne,9,30,1,270
40689,Saxenda,Obesity,9,14,1,126
40690,Duloxetine,ibromyalgia,10,70,1,700
40691,Geodon,Bipolar Disorde,1,38,0,0
40692,Cyclobenzaprine,Migraine,8,33,1,264
40693,Miconazole,Vaginal Yeast Infection,9,2,1,18
40694,Avelox,Sinusitis,4,18,0,0
40696,Gildess Fe 1 / 20,Birth Control,10,5,1,50
40697,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,3,16,0,0
40698,Lamictal,Bipolar Disorde,10,73,1,730
40700,Saxenda,Weight Loss,9,32,1,288
40701,Armodafinil,Hypersomnia,8,2,1,16
40703,Chantix,Smoking Cessation,10,51,1,510
40704,Venlafaxine,Postpartum Depression,8,11,1,88
40705,ParaGard,Birth Control,6,5,1,30
40706,Saxenda,Obesity,5,0,0,0
40707,Tamoxifen,Breast Cance,9,68,1,612
40708,Adalimumab,Ankylosing Spondylitis,9,58,1,522
40709,Cymbalta,Depression,1,81,0,0
40710,Metoprolol,Supraventricular Tachycardia,10,43,1,430
40711,Apremilast,Psoriatic Arthritis,3,11,0,0
40712,Depo-Medrol,4</span> users found this comment helpful.,9,4,1,36
40714,Ciprofloxacin / dexamethasone,Otitis Media,1,35,0,0
40715,Jolivette,1</span> users found this comment helpful.,1,1,0,0
40716,Microgestin 1 / 20,Birth Control,9,9,1,81
40718,Tamsulosin,Overactive Bladde,10,93,1,930
40719,Pristiq,Depression,1,52,0,0
40720,Doxepin,Urticaria,2,26,0,0
40721,Lyrica,ibromyalgia,3,19,0,0
40722,Paroxetine,Anxiety,1,19,0,0
40724,Fexofenadine,Urticaria,10,49,1,490
40726,Amoxicillin / clavulanate,Sinusitis,9,15,1,135
40727,Soma,Muscle Spasm,10,74,1,740
40729,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,8,15,1,120
40730,Zoloft,Panic Disorde,9,48,1,432
40731,Metoclopramide,Migraine,4,3,0,0
40733,Fluvoxamine,Obsessive Compulsive Disorde,10,26,1,260
40734,Varenicline,Smoking Cessation,5,5,0,0
40735,Neupro,Restless Legs Syndrome,10,59,1,590
40737,Docosanol,Herpes Simplex,1,16,0,0
40738,Moxifloxacin,Sinusitis,10,1,1,10
40739,Zegerid,Duodenal Ulce,1,1,0,0
40741,Propranolol,mance Anxiety,8,27,1,216
40742,Topiramate,ibromyalgia,10,60,1,600
40743,Propranolol,Migraine Prevention,5,10,0,0
40744,Hydroxyzine,Anxiety,9,15,1,135
40746,Modafinil,Hypersomnia,9,25,1,225
40747,Liraglutide,"Diabetes, Type 2",8,47,1,376
40748,Etonogestrel,Birth Control,9,53,1,477
40749,Alprazolam,Depression,10,4,1,40
40750,Bystolic,High Blood Pressure,1,11,0,0
40751,Seroquel,Bipolar Disorde,7,73,1,511
40753,Phentermine / topiramate,Weight Loss,4,26,0,0
40754,Brovana,"COPD, Maintenance",9,28,1,252
40756,Pantoprazole,GERD,1,34,0,0
40757,Microgestin 1 / 20,Birth Control,6,1,1,6
40760,Demerol,Pain,10,7,1,70
40761,Abacavir / dolutegravir / lamivudine,HIV Infection,9,11,1,99
40762,Combivent,"COPD, Maintenance",10,6,1,60
40763,Drysol,Hyperhidrosis,9,5,1,45
40764,Cymbalta,Anxiety,3,16,0,0
40765,Gabapentin,Anxiety,10,56,1,560
40766,Hydrocortisone,Skin Rash,4,0,0,0
40767,Chantix,Smoking Cessation,9,4,1,36
40768,Opana ER,Pain,1,14,0,0
40769,Wellbutrin SR,Depression,10,115,1,1150
40770,Proctofoam,Hemorrhoids,6,12,1,72
40771,Spironolactone,Acne,3,26,0,0
40772,Megestrol,Endometrial Hyperplasia,6,6,1,36
40774,Donepezil,Alzheimer's Disease,1,206,0,0
40775,Bontril Slow Release,Obesity,9,63,1,567
40776,Mirena,Abnormal Uterine Bleeding,5,1,0,0
40777,Allopurinol,Gout,8,49,1,392
40778,Ramelteon,Insomnia,6,18,1,108
40779,Lorcaserin,Weight Loss,2,20,0,0
40780,Strattera,ADHD,8,21,1,168
40781,Ibuprofen,Headache,10,3,1,30
40782,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,9,11,1,99
40783,Remeron,Depression,2,59,0,0
40785,Pristiq,Depression,10,292,1,2920
40786,Dulera,"Asthma, Maintenance",10,1,1,10
40787,Pneumococcal 13-valent vaccine,Pneumococcal Disease Prophylaxis,1,4,0,0
40789,Spironolactone,Hirsutism,10,15,1,150
40791,Triamcinolone,Osteoarthritis,8,0,1,0
40793,Apri,Birth Control,3,18,0,0
40795,Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,10,3,1,30
40796,Clonidine,High Blood Pressure,3,47,0,0
40798,Myrbetriq,Urinary Incontinence,4,31,0,0
40799,Versed,Light Sedation,9,8,1,72
40800,Pexeva,Anxiety,7,22,1,154
40801,Lisinopril,High Blood Pressure,5,37,0,0
40804,Hydroxychloroquine,Systemic Lupus Erythematosus,10,36,1,360
40806,Guaifenesin,ibromyalgia,10,115,1,1150
40807,Dapsone,Acne,1,5,0,0
40808,Mirtazapine,Depression,2,27,0,0
40809,Sinemet,Parkinson's Disease,7,110,1,770
40810,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,4,23,0,0
40811,Monistat 7,Vaginal Yeast Infection,10,1,1,10
40813,Diazepam,Not Listed / Othe,10,4,1,40
40814,Effexor XR,Depression,7,21,1,147
40816,Humira,"Crohn's Disease, Maintenance",9,58,1,522
40817,Ethinyl estradiol / norgestimate,Endometriosis,4,5,0,0
40818,Retin-A,Acne,10,32,1,320
40819,Diclofenac,Osteoarthritis,9,84,1,756
40821,Venlafaxine,Hot Flashes,1,46,0,0
40822,Dapsone,Acne,10,11,1,110
40824,Mononessa,Birth Control,8,4,1,32
40825,Carbamazepine,Trigeminal Neuralgia,1,28,0,0
40826,Victoza,"Diabetes, Type 2",8,12,1,96
40827,Melatonin,Insomnia,8,33,1,264
40828,Latuda,7</span> users found this comment helpful.,5,7,0,0
40829,Phentermine,Obesity,10,6,1,60
40830,Propranolol,High Blood Pressure,1,28,0,0
40831,Tranexamic acid,Menstrual Disorders,10,114,1,1140
40832,Microgestin Fe 1.5 / 30,Menstrual Disorders,5,4,0,0
40833,Fluoxetine,Major Depressive Disorde,10,74,1,740
40834,Depakote ER,Epilepsy,5,12,0,0
40835,Atenolol,High Blood Pressure,10,58,1,580
40836,L-methylfolate,Depression,1,28,0,0
40837,Multaq,Atrial Fibrillation,10,64,1,640
40838,Amitriptyline,Anxiety and Stress,3,36,0,0
40839,Tramadol,Chronic Pain,8,38,1,304
40840,Doxycycline,Acne,9,29,1,261
40841,Acetaminophen / oxycodone,Pain,1,3,0,0
40842,Ethinyl estradiol / levonorgestrel,Birth Control,4,17,0,0
40843,Botox,Migraine Prevention,1,7,0,0
40844,Lamisil,"Onychomycosis, Fingernail",3,37,0,0
40848,Microgestin 1 / 20,Birth Control,3,9,0,0
40850,Methylphenidate,Narcolepsy,9,88,1,792
40851,Levaquin,Pneumonia,8,20,1,160
40854,Copper,Birth Control,2,10,0,0
40855,Zolpidem,Insomnia,6,46,1,276
40856,Doxylamine,Insomnia,10,19,1,190
40857,Augmentin,Sinusitis,10,28,1,280
40858,Levothyroxine,"Hypothyroidism, After Thyroid Removal",7,35,1,245
40859,Novantrone,Multiple Sclerosis,10,14,1,140
40862,Drospirenone / ethinyl estradiol,Acne,8,9,1,72
40863,Amoxicillin / clavulanate,Pneumonia,9,42,1,378
40865,Phentermine,Obesity,8,18,1,144
40866,Sodium oxybate,Narcolepsy,10,48,1,480
40867,Effexor XR,Anxiety,10,63,1,630
40868,Ethinyl estradiol / norgestrel,Birth Control,10,10,1,100
40869,Venlafaxine,Depression,10,28,1,280
40870,Carbidopa / levodopa,Restless Legs Syndrome,10,14,1,140
40871,Metoprolol,High Blood Pressure,10,68,1,680
40874,Valtrex,Cold Sores,10,34,1,340
40876,Alesse,Birth Control,9,20,1,180
40879,Ivermectin,Rosacea,1,30,0,0
40881,Aciphex,GERD,9,34,1,306
40883,Acetaminophen / oxycodone,Chronic Pain,1,7,0,0
40884,Cymbalta,Generalized Anxiety Disorde,10,87,1,870
40886,Doxycycline,Acne,2,14,0,0
40887,Nicotine,Smoking Cessation,10,26,1,260
40888,Sprintec,Birth Control,5,7,0,0
40890,Liraglutide,Weight Loss,9,20,1,180
40892,Copper,Birth Control,8,17,1,136
40893,BuSpar,Anxiety,1,29,0,0
40894,Lyrica,Neuropathic Pain,8,33,1,264
40896,Tramadol,Back Pain,10,65,1,650
40898,Levonorgestrel,Birth Control,9,18,1,162
40899,Cymbalta,Anxiety,10,176,1,1760
40900,Adderall XR,ADHD,6,57,1,342
40901,Buprenorphine,Chronic Pain,10,77,1,770
40902,Dupilumab,Eczema,8,16,1,128
40903,Cyclobenzaprine,Not Listed / Othe,10,1,1,10
40904,Suprep Bowel Prep Kit,Bowel Preparation,8,41,1,328
40905,Hydrocodone,Pain,8,24,1,192
40906,Atarax,Anxiety,9,78,1,702
40908,Vardenafil,Erectile Dysfunction,7,75,1,525
40909,Mirtazapine,Depression,10,19,1,190
40910,Biaxin XL,Pneumonia,10,7,1,70
40911,Escitalopram,Depression,4,15,0,0
40912,Diflucan,Vaginal Yeast Infection,5,67,0,0
40914,Ketoprofen,Pain,10,4,1,40
40915,Prazosin,Post Traumatic Stress Disorde,10,32,1,320
40916,Sertraline,Depression,10,173,1,1730
40917,Prozac,Major Depressive Disorde,10,80,1,800
40918,Tofacitinib,Rheumatoid Arthritis,10,77,1,770
40919,Phentermine / topiramate,Weight Loss,2,100,0,0
40920,Benicar,High Blood Pressure,5,46,0,0
40921,Levonorgestrel,Birth Control,3,18,0,0
40922,Xyzal,Allergies,8,19,1,152
40923,Lurasidone,Bipolar Disorde,2,19,0,0
40924,Mirena,Birth Control,7,7,1,49
40925,Escitalopram,Anxiety,10,33,1,330
40926,Opana ER,Pain,9,35,1,315
40927,Acetaminophen / aspirin / caffeine,Migraine,9,0,1,0
40928,"Insulin inhalation, rapid acting","Diabetes, Type 2",10,33,1,330
40930,Aripiprazole,Bipolar Disorde,10,1,1,10
40932,Tretinoin,Acne,8,0,1,0
40933,Paroxetine,Hot Flashes,10,20,1,200
40936,Mirtazapine,Anxiety,8,49,1,392
40937,Buprenorphine / naloxone,Opiate Dependence,6,29,1,174
40938,Venlafaxine,Depression,9,39,1,351
40939,Suvorexant,Insomnia,8,25,1,200
40940,Spironolactone,Acne,6,6,1,36
40943,Diphenhydramine,Allergic Rhinitis,9,2,1,18
40944,Aspirin / butalbital / caffeine / codeine,Headache,10,47,1,470
40946,Nitrofurantoin,Bladder Infection,1,2,0,0
40948,Silodosin,Benign Prostatic Hyperplasia,7,39,1,273
40949,Bupropion,Depression,2,25,0,0
40950,Ortho-Cept,Birth Control,8,1,1,8
40951,Zoloft,Depression,9,84,1,756
40953,Paxil,Obsessive Compulsive Disorde,9,52,1,468
40955,Ciprofloxacin,Urinary Tract Infection,1,10,0,0
40956,Clomipramine,Obsessive Compulsive Disorde,1,37,0,0
40957,Depakote,Bipolar Disorde,10,67,1,670
40959,Olmesartan,High Blood Pressure,10,10,1,100
40961,Naloxone,Reversal of Opioid Sedation,1,0,0,0
40962,OnabotulinumtoxinA,Overactive Bladde,1,47,0,0
40963,Gabapentin,Migraine,9,41,1,369
40964,Pregabalin,Neuropathic Pain,8,24,1,192
40965,Lexapro,Depression,10,22,1,220
40966,Fentanyl,Chronic Pain,10,44,1,440
40967,Suprep Bowel Prep Kit,Bowel Preparation,4,23,0,0
40968,Nuvessa,Bacterial Vaginitis,7,7,1,49
40969,Azithromycin,Sinusitis,10,64,1,640
40971,Nitrofurantoin,Prevention of Bladder infection,1,32,0,0
40972,Citalopram,Anxiety and Stress,8,78,1,624
40974,Iloperidone,Schizophrenia,1,1,0,0
40975,Cymbalta,Back Pain,1,44,0,0
40976,Botox,Migraine,6,2,1,12
40977,Paxil,Anxiety,1,18,0,0
40981,Sertraline,Obsessive Compulsive Disorde,10,10,1,100
40982,Atenolol,Migraine Prevention,6,18,1,108
40983,Celexa,Depression,1,10,0,0
40985,Levomilnacipran,Major Depressive Disorde,9,0,1,0
40986,Amphetamine / dextroamphetamine,ADHD,10,15,1,150
40987,Desogestrel / ethinyl estradiol,Birth Control,1,0,0,0
40988,Nitrofurantoin,Urinary Tract Infection,8,9,1,72
40989,Hydrochlorothiazide,High Blood Pressure,10,34,1,340
40990,Buprenorphine,Opiate Dependence,9,14,1,126
40991,Ropinirole,Restless Legs Syndrome,9,63,1,567
40992,Butorphanol,Pain,2,2,0,0
40993,Testosterone,"Hypogonadism, Male",8,27,1,216
40994,Etonogestrel,Birth Control,4,13,0,0
40995,Lortab,Pain,10,35,1,350
40996,Fluoxetine,Depression,7,1,1,7
40998,Trazodone,Major Depressive Disorde,6,5,1,30
41000,Griseofulvin,Dermatophytosis,10,14,1,140
41002,Amitriptyline,ibromyalgia,9,22,1,198
41003,Duloxetine,Major Depressive Disorde,6,11,1,66
41004,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,10,1,100
41006,Lexapro,Anxiety,10,93,1,930
41007,Microgestin Fe 1 / 20,Birth Control,9,19,1,171
41008,Minivelle,Postmenopausal Symptoms,3,67,0,0
41010,Lacosamide,Seizures,2,40,0,0
41011,Proctofoam,Hemorrhoids,10,10,1,100
41012,Ulipristal,Uterine Fibroids,1,0,0,0
